MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY;Type;bulB/x_pole;bulB/y_pole;Type;bulB/UT-UTC;Type;bulB/dPsi;bulB/dEpsilon;bulB/dX;bulB/dY
52773;2003;05;14;final;-0.032652;0.000033;0.530782;0.000072;final;-0.3677575;0.0000030;1.2291;0.0022;final;;;;;0.056;0.053;0.044;0.340;final;-0.032560;0.530530;final;-0.3677770;final;;;0.106;-0.169
52774;2003;05;15;final;-0.030520;0.000035;0.532086;0.000073;final;-0.3689420;0.0000033;1.1058;0.0022;final;;;;;0.074;0.053;0.004;0.340;final;-0.030430;0.531850;final;-0.3689700;final;;;0.176;-0.191
52775;2003;05;16;final;-0.028290;0.000036;0.533424;0.000075;final;-0.3699096;0.0000031;0.8039;0.0036;final;;;;;0.090;0.053;-0.005;0.340;final;-0.028250;0.533180;final;-0.3699180;final;;;0.260;-0.018
52776;2003;05;17;final;-0.025978;0.000045;0.534552;0.000088;final;-0.3705404;0.0000065;0.4736;0.0032;final;;;;;0.077;0.062;0.031;0.340;final;-0.025890;0.534300;final;-0.3705330;final;;;0.268;0.206
52777;2003;05;18;final;-0.023690;0.000043;0.535667;0.000064;final;-0.3708873;0.0000055;0.2347;0.0043;final;;;;;0.060;0.057;0.030;0.118;final;-0.023560;0.535470;final;-0.3708860;final;;;0.270;0.129
52778;2003;05;19;final;-0.021355;0.000051;0.536699;0.000059;final;-0.3710574;0.0000055;0.1385;0.0035;final;;;;;0.066;0.060;0.019;0.112;final;-0.021250;0.536550;final;-0.3710520;final;;;0.221;0.118
52779;2003;05;20;final;-0.018617;0.000054;0.537721;0.000045;final;-0.3712090;0.0000043;0.1764;0.0034;final;;;;;0.091;0.047;0.007;0.128;final;-0.018500;0.537530;final;-0.3712130;final;;;0.195;0.142
52780;2003;05;21;final;-0.015407;0.000064;0.538801;0.000043;final;-0.3714253;0.0000039;0.2598;0.0029;final;;;;;0.114;0.047;-0.007;0.115;final;-0.015430;0.538610;final;-0.3714480;final;;;0.191;0.234
52781;2003;05;22;final;-0.012600;0.000064;0.539887;0.000042;final;-0.3717424;0.0000039;0.3847;0.0026;final;;;;;0.128;0.047;-0.016;0.115;final;-0.012490;0.539640;final;-0.3717310;final;;;0.233;0.156
52782;2003;05;23;final;-0.009863;0.000058;0.540774;0.000035;final;-0.3721978;0.0000033;0.5188;0.0026;final;;;;;0.134;0.047;-0.003;0.115;final;-0.009800;0.540440;final;-0.3722000;final;;;0.210;-0.004
52783;2003;05;24;final;-0.007001;0.000061;0.541171;0.000036;final;-0.3727682;0.0000035;0.6174;0.0024;final;;;;;0.132;0.049;0.022;0.340;final;-0.006960;0.540960;final;-0.3727690;final;;;0.137;-0.036
52784;2003;05;25;final;-0.004103;0.000052;0.541410;0.000052;final;-0.3734133;0.0000034;0.6579;0.0025;final;;;;;0.119;0.041;0.036;0.102;final;-0.004030;0.541340;final;-0.3733950;final;;;0.040;0.011
52785;2003;05;26;final;-0.001053;0.000053;0.541727;0.000074;final;-0.3740601;0.0000035;0.6265;0.0027;final;;;;;0.094;0.052;0.041;0.340;final;-0.000940;0.541610;final;-0.3740370;final;;;-0.070;0.113
52786;2003;05;27;final;0.002301;0.000052;0.542176;0.000096;final;-0.3746528;0.0000042;0.5544;0.0024;final;;;;;0.067;0.061;0.044;0.197;final;0.002370;0.541990;final;-0.3746410;final;;;-0.009;0.110
52787;2003;05;28;final;0.005840;0.000072;0.542797;0.000087;final;-0.3751579;0.0000032;0.4493;0.0026;final;;;;;0.070;0.085;0.048;0.172;final;0.005880;0.542640;final;-0.3751620;final;;;0.063;-0.018
52788;2003;05;29;final;0.009263;0.000080;0.543790;0.000086;final;-0.3755405;0.0000032;0.3113;0.0022;final;;;;;0.074;0.085;0.030;0.172;final;0.009390;0.543690;final;-0.3755520;final;;;0.138;-0.117
52789;2003;05;30;final;0.012432;0.000072;0.544706;0.000081;final;-0.3757718;0.0000029;0.1470;0.0021;final;;;;;0.083;0.085;0.011;0.172;final;0.012550;0.544580;final;-0.3757760;final;;;0.138;0.027
52790;2003;05;31;final;0.015579;0.000071;0.545745;0.000078;final;-0.3758233;0.0000027;-0.0510;0.0019;final;;;;;0.091;0.084;0.010;0.167;final;0.015640;0.545500;final;-0.3758550;final;;;0.171;0.125
52791;2003;06;01;final;0.018419;0.000063;0.546636;0.000067;final;-0.3756729;0.0000025;-0.2398;0.0018;final;;;;;0.103;0.084;0.022;0.172;final;0.018520;0.546410;final;-0.3757030;final;;;0.201;0.264
52792;2003;06;02;final;0.021234;0.000064;0.547299;0.000061;final;-0.3753667;0.0000025;-0.3595;0.0020;final;;;;;0.116;0.080;0.026;0.340;final;0.021340;0.546990;final;-0.3753690;final;;;0.254;0.197
52793;2003;06;03;final;0.024314;0.000037;0.547851;0.000042;final;-0.3749699;0.0000030;-0.4311;0.0022;final;;;;;0.118;0.061;0.011;0.135;final;0.024380;0.547540;final;-0.3749710;final;;;0.301;0.140
52794;2003;06;04;final;0.027722;0.000039;0.548054;0.000057;final;-0.3745145;0.0000037;-0.4726;0.0025;final;;;;;0.115;0.111;-0.008;0.148;final;0.027810;0.547850;final;-0.3745520;final;;;0.324;0.003
52795;2003;06;05;final;0.031433;0.000044;0.548081;0.000058;final;-0.3740604;0.0000040;-0.4068;0.0028;final;;;;;0.121;0.111;-0.011;0.148;final;0.031540;0.547890;final;-0.3740740;final;;;0.314;-0.103
52796;2003;06;06;final;0.034920;0.000044;0.548017;0.000051;final;-0.3737450;0.0000042;-0.2085;0.0033;final;;;;;0.130;0.111;-0.003;0.148;final;0.035020;0.547910;final;-0.3737490;final;;;0.192;-0.117
52797;2003;06;07;final;0.038133;0.000034;0.548016;0.000051;final;-0.3736611;0.0000052;0.0429;0.0029;final;;;;;0.136;0.147;0.035;0.196;final;0.038190;0.547810;final;-0.3736780;final;;;0.103;-0.047
52798;2003;06;08;final;0.041336;0.000064;0.548054;0.000050;final;-0.3738321;0.0000041;0.2983;0.0033;final;;;;;0.121;0.128;0.022;0.161;final;0.041410;0.547810;final;-0.3738780;final;;;0.008;0.005
52799;2003;06;09;final;0.044739;0.000066;0.548121;0.000047;final;-0.3742377;0.0000040;0.4937;0.0027;final;;;;;0.100;0.128;0.011;0.161;final;0.044810;0.547930;final;-0.3742770;final;;;-0.028;0.175
52800;2003;06;10;final;0.048284;0.000072;0.548226;0.000046;final;-0.3747707;0.0000036;0.5426;0.0026;final;;;;;0.080;0.166;-0.001;0.340;final;0.048330;0.548050;final;-0.3747790;final;;;0.067;0.107
52801;2003;06;11;final;0.051675;0.000073;0.548260;0.000051;final;-0.3752706;0.0000033;0.4345;0.0022;final;;;;;0.061;0.253;-0.044;0.148;final;0.051790;0.548060;final;-0.3752700;final;;;0.239;-0.010
52802;2003;06;12;final;0.055141;0.000073;0.547955;0.000058;final;-0.3755955;0.0000026;0.1936;0.0020;final;;;;;0.069;0.253;-0.062;0.148;final;0.055260;0.547750;final;-0.3756120;final;;;0.445;-0.180
52803;2003;06;13;final;0.058558;0.000073;0.547400;0.000053;final;-0.3756285;0.0000024;-0.1354;0.0030;final;;;;;0.085;0.253;-0.065;0.148;final;0.058730;0.547230;final;-0.3756430;final;;;0.556;-0.135
52804;2003;06;14;final;0.062096;0.000037;0.546888;0.000057;final;-0.3753325;0.0000054;-0.4411;0.0025;final;;;;;0.091;0.305;-0.063;0.182;final;0.062170;0.546630;final;-0.3753230;final;;;0.491;-0.209
52805;2003;06;15;final;0.065804;0.000052;0.546370;0.000058;final;-0.3747830;0.0000044;-0.6369;0.0035;final;;;;;0.089;0.265;-0.069;0.159;final;0.065870;0.546100;final;-0.3747700;final;;;0.360;-0.308
52806;2003;06;16;final;0.069735;0.000051;0.545787;0.000054;final;-0.3741045;0.0000044;-0.6955;0.0027;final;;;;;0.094;0.264;-0.079;0.158;final;0.069830;0.545570;final;-0.3741000;final;;;0.204;-0.353
52807;2003;06;17;final;0.074054;0.000069;0.545278;0.000057;final;-0.3734337;0.0000033;-0.6290;0.0027;final;;;;;0.109;0.161;-0.092;0.128;final;0.074140;0.545040;final;-0.3734360;final;;;0.051;-0.263
52808;2003;06;18;final;0.078549;0.000067;0.545061;0.000057;final;-0.3728718;0.0000032;-0.4864;0.0023;final;;;;;0.155;0.170;-0.113;0.184;final;0.078630;0.544840;final;-0.3728820;final;;;0.048;-0.078
52809;2003;06;19;final;0.082894;0.000068;0.544955;0.000066;final;-0.3724717;0.0000033;-0.3112;0.0023;final;;;;;0.167;0.170;-0.120;0.184;final;0.083140;0.544680;final;-0.3724930;final;;;0.134;0.059
52810;2003;06;20;final;0.087702;0.000069;0.544731;0.000061;final;-0.3722403;0.0000032;-0.1633;0.0024;final;;;;;0.169;0.170;-0.099;0.184;final;0.087770;0.544520;final;-0.3722550;final;;;0.289;-0.096
52811;2003;06;21;final;0.091958;0.000069;0.544583;0.000065;final;-0.3721221;0.0000034;-0.0846;0.0022;final;;;;;0.161;0.156;-0.068;0.199;final;0.092070;0.544420;final;-0.3721070;final;;;0.450;-0.241
52812;2003;06;22;final;0.095890;0.000078;0.544284;0.000066;final;-0.3720500;0.0000031;-0.0694;0.0027;final;;;;;0.142;0.103;-0.059;0.177;final;0.095980;0.544080;final;-0.3720050;final;;;0.425;-0.270
52813;2003;06;23;final;0.099774;0.000063;0.543815;0.000063;final;-0.3719645;0.0000041;-0.1107;0.0025;final;;;;;0.116;0.123;-0.075;0.227;final;0.099880;0.543620;final;-0.3719230;final;;;0.372;-0.177
52814;2003;06;24;final;0.103556;0.000057;0.543195;0.000067;final;-0.3718111;0.0000038;-0.2046;0.0028;final;;;;;0.092;0.130;-0.089;0.197;final;0.103640;0.543060;final;-0.3718090;final;;;0.281;-0.064
52815;2003;06;25;final;0.107223;0.000062;0.542690;0.000075;final;-0.3715413;0.0000039;-0.3405;0.0030;final;;;;;0.083;0.137;-0.093;0.212;final;0.107340;0.542480;final;-0.3715590;final;;;0.238;-0.147
52816;2003;06;26;final;0.110930;0.000058;0.542275;0.000073;final;-0.3711262;0.0000046;-0.4880;0.0030;final;;;;;0.092;0.137;-0.097;0.212;final;0.111030;0.542050;final;-0.3711060;final;;;0.183;-0.109
52817;2003;06;27;final;0.114724;0.000059;0.541882;0.000071;final;-0.3705659;0.0000045;-0.6337;0.0030;final;;;;;0.103;0.137;-0.102;0.212;final;0.114840;0.541520;final;-0.3705660;final;;;0.156;0.036
52818;2003;06;28;final;0.118621;0.000038;0.541263;0.000064;final;-0.3698619;0.0000040;-0.7700;0.0028;final;;;;;0.121;0.160;-0.081;0.234;final;0.118730;0.540990;final;-0.3698540;final;;;0.124;0.195
52819;2003;06;29;final;0.122625;0.000072;0.540646;0.000067;final;-0.3690369;0.0000032;-0.8731;0.0025;final;;;;;0.125;0.107;-0.079;0.165;final;0.122740;0.540420;final;-0.3690180;final;;;0.183;0.255
52820;2003;06;30;final;0.126691;0.000078;0.540082;0.000064;final;-0.3681352;0.0000029;-0.9175;0.0023;final;;;;;0.137;0.103;-0.087;0.158;final;0.126790;0.539860;final;-0.3681090;final;;;0.225;0.084
52821;2003;07;01;final;0.130470;0.000079;0.539512;0.000048;final;-0.3672293;0.0000032;-0.8796;0.0020;final;;;;;0.144;0.090;-0.104;0.340;final;0.130560;0.539290;final;-0.3672270;final;;;0.229;-0.163
52822;2003;07;02;final;0.133823;0.000080;0.538781;0.000051;final;-0.3663979;0.0000027;-0.7761;0.0021;final;;;;;0.154;0.081;-0.143;0.107;final;0.133980;0.538570;final;-0.3664210;final;;;0.264;-0.213
52823;2003;07;03;final;0.136815;0.000080;0.537762;0.000051;final;-0.3656883;0.0000027;-0.6389;0.0020;final;;;;;0.150;0.081;-0.137;0.107;final;0.137040;0.537500;final;-0.3656920;final;;;0.242;-0.149
52824;2003;07;04;final;0.139882;0.000072;0.536122;0.000049;final;-0.3651348;0.0000029;-0.4576;0.0027;final;;;;;0.154;0.081;-0.116;0.107;final;0.139980;0.535890;final;-0.3651290;final;;;0.227;0.108
52825;2003;07;05;final;0.143075;0.000046;0.534356;0.000048;final;-0.3647734;0.0000046;-0.2753;0.0029;final;;;;;0.154;0.095;-0.091;0.101;final;0.143200;0.534100;final;-0.3647340;final;;;0.187;0.242
52826;2003;07;06;final;0.146405;0.000056;0.532822;0.000055;final;-0.3645612;0.0000050;-0.1620;0.0039;final;;;;;0.139;0.080;-0.081;0.340;final;0.146510;0.532570;final;-0.3644890;final;;;0.101;0.247
52827;2003;07;07;final;0.149618;0.000049;0.531386;0.000055;final;-0.3644204;0.0000064;-0.1359;0.0031;final;;;;;0.118;0.294;-0.103;0.340;final;0.149680;0.531190;final;-0.3643570;final;;;0.074;0.108
52828;2003;07;08;final;0.153016;0.000057;0.529916;0.000057;final;-0.3642627;0.0000038;-0.1901;0.0037;final;;;;;0.106;0.086;-0.145;0.340;final;0.153090;0.529730;final;-0.3642560;final;;;0.204;-0.182
52829;2003;07;09;final;0.156654;0.000066;0.528413;0.000059;final;-0.3640050;0.0000038;-0.3499;0.0027;final;;;;;0.104;0.111;-0.179;0.340;final;0.156730;0.528180;final;-0.3640300;final;;;0.352;-0.278
52830;2003;07;10;final;0.160402;0.000070;0.526891;0.000060;final;-0.3635334;0.0000037;-0.5983;0.0025;final;;;;;0.106;0.111;-0.182;0.340;final;0.160450;0.526650;final;-0.3635320;final;;;0.464;-0.283
52831;2003;07;11;final;0.163895;0.000069;0.525407;0.000058;final;-0.3628156;0.0000033;-0.8250;0.0022;final;;;;;0.111;0.111;-0.173;0.340;final;0.164060;0.525270;final;-0.3628150;final;;;0.480;-0.142
52832;2003;07;12;final;0.167449;0.000065;0.524121;0.000055;final;-0.3619172;0.0000025;-0.9503;0.0020;final;;;;;0.142;0.130;-0.238;0.340;final;0.167540;0.523940;final;-0.3619300;final;;;0.439;0.004
52833;2003;07;13;final;0.170542;0.000070;0.522823;0.000054;final;-0.3609529;0.0000021;-0.9618;0.0018;final;;;;;0.163;0.119;-0.251;0.129;final;0.170640;0.522650;final;-0.3609700;final;;;0.414;0.086
52834;2003;07;14;final;0.173121;0.000070;0.521400;0.000052;final;-0.3600250;0.0000025;-0.8791;0.0015;final;;;;;0.181;0.110;-0.253;0.130;final;0.173240;0.521190;final;-0.3600350;final;;;0.381;0.073
52835;2003;07;15;final;0.175617;0.000055;0.519926;0.000043;final;-0.3592228;0.0000021;-0.7122;0.0016;final;;;;;0.188;0.151;-0.246;0.138;final;0.175690;0.519660;final;-0.3592290;final;;;0.314;-0.060
52836;2003;07;16;final;0.178218;0.000065;0.518407;0.000044;final;-0.3586193;0.0000020;-0.4893;0.0015;final;;;;;0.187;0.181;-0.247;0.140;final;0.178280;0.518100;final;-0.3586240;final;;;0.192;-0.188
52837;2003;07;17;final;0.180963;0.000061;0.516817;0.000045;final;-0.3582378;0.0000021;-0.2857;0.0014;final;;;;;0.181;0.181;-0.250;0.140;final;0.180970;0.516510;final;-0.3582320;final;;;0.106;-0.268
52838;2003;07;18;final;0.183444;0.000058;0.514913;0.000042;final;-0.3580219;0.0000019;-0.1600;0.0015;final;;;;;0.173;0.181;-0.239;0.140;final;0.183560;0.514700;final;-0.3580200;final;;;0.040;-0.242
52839;2003;07;19;final;0.186306;0.000056;0.512878;0.000044;final;-0.3578936;0.0000020;-0.1070;0.0014;final;;;;;0.160;0.208;-0.248;0.340;final;0.186360;0.512610;final;-0.3579100;final;;;0.026;-0.374
52840;2003;07;20;final;0.189293;0.000067;0.510845;0.000045;final;-0.3577857;0.0000020;-0.1208;0.0015;final;;;;;0.141;0.195;-0.246;0.340;final;0.189360;0.510580;final;-0.3577950;final;;;0.026;-0.309
52841;2003;07;21;final;0.191972;0.000070;0.508732;0.000044;final;-0.3576341;0.0000023;-0.1883;0.0022;final;;;;;0.120;0.206;-0.263;0.340;final;0.192020;0.508560;final;-0.3576290;final;;;-0.031;-0.241
52842;2003;07;22;final;0.194310;0.000050;0.506412;0.000049;final;-0.3573996;0.0000040;-0.2841;0.0026;final;;;;;0.104;0.124;-0.275;0.340;final;0.194430;0.506240;final;-0.3573990;final;;;0.008;-0.173
52843;2003;07;23;final;0.197126;0.000062;0.504069;0.000054;final;-0.3570603;0.0000047;-0.3965;0.0032;final;;;;;0.100;0.135;-0.270;0.179;final;0.197180;0.503790;final;-0.3570760;final;;;0.099;-0.247
52844;2003;07;24;final;0.199923;0.000062;0.501823;0.000059;final;-0.3566067;0.0000049;-0.5085;0.0034;final;;;;;0.103;0.135;-0.266;0.179;final;0.200020;0.501600;final;-0.3566200;final;;;0.244;-0.269
52845;2003;07;25;final;0.202478;0.000064;0.499620;0.000064;final;-0.3560443;0.0000049;-0.6175;0.0046;final;;;;;0.105;0.135;-0.273;0.179;final;0.202520;0.499500;final;-0.3560510;final;;;0.337;-0.119
52846;2003;07;26;final;0.204687;0.000051;0.497421;0.000070;final;-0.3553902;0.0000079;-0.6711;0.0044;final;;;;;0.143;0.141;-0.308;0.229;final;0.204770;0.497210;final;-0.3554020;final;;;0.355;0.091
52847;2003;07;27;final;0.206811;0.000062;0.495018;0.000074;final;-0.3547300;0.0000073;-0.6410;0.0051;final;;;;;0.153;0.155;-0.305;0.194;final;0.206880;0.494770;final;-0.3547510;final;;;0.285;0.192
52848;2003;07;28;final;0.208982;0.000069;0.492301;0.000073;final;-0.3541233;0.0000066;-0.5655;0.0046;final;;;;;0.175;0.155;-0.302;0.207;final;0.209050;0.492120;final;-0.3541420;final;;;0.207;0.108
52849;2003;07;29;final;0.211305;0.000059;0.489343;0.000070;final;-0.3536072;0.0000056;-0.4654;0.0042;final;;;;;0.194;0.163;-0.299;0.340;final;0.211370;0.489240;final;-0.3536150;final;;;0.108;-0.194
52850;2003;07;30;final;0.213817;0.000065;0.486614;0.000070;final;-0.3532143;0.0000053;-0.3000;0.0040;final;;;;;0.214;0.147;-0.298;0.340;final;0.213900;0.486430;final;-0.3532260;final;;;0.107;-0.385
52851;2003;07;31;final;0.216502;0.000063;0.484088;0.000055;final;-0.3530332;0.0000057;-0.0565;0.0040;final;;;;;0.195;0.147;-0.288;0.340;final;0.216580;0.483900;final;-0.3530440;final;;;0.183;-0.496
52852;2003;08;01;final;0.219114;0.000056;0.481739;0.000058;final;-0.3530906;0.0000060;0.1548;0.0047;final;;;;;0.174;0.147;-0.284;0.340;final;0.219220;0.481570;final;-0.3530920;final;;;0.281;-0.367
52853;2003;08;02;final;0.221388;0.000042;0.479714;0.000049;final;-0.3533179;0.0000075;0.2915;0.0046;final;;;;;0.158;0.046;-0.282;0.340;final;0.221430;0.479470;final;-0.3533400;final;;;0.302;-0.181
52854;2003;08;03;final;0.223073;0.000054;0.477519;0.000053;final;-0.3536562;0.0000071;0.3761;0.0051;final;;;;;0.148;0.294;-0.274;0.340;final;0.223150;0.477200;final;-0.3537200;final;;;0.261;-0.068
52855;2003;08;04;final;0.224750;0.000056;0.475062;0.000051;final;-0.3540369;0.0000069;0.3611;0.0053;final;;;;;0.141;0.294;-0.270;0.340;final;0.224830;0.474730;final;-0.3540840;final;;;0.197;-0.389
52856;2003;08;05;final;0.226445;0.000051;0.472568;0.000048;final;-0.3543207;0.0000080;0.1730;0.0051;final;;;;;0.135;0.062;-0.282;0.101;final;0.226500;0.472310;final;-0.3543240;final;;;0.204;-0.182
52857;2003;08;06;final;0.228152;0.000054;0.469815;0.000060;final;-0.3543599;0.0000074;-0.0840;0.0053;final;;;;;0.131;0.064;-0.303;0.340;final;0.228230;0.469600;final;-0.3543660;final;;;0.240;-0.227
52858;2003;08;07;final;0.230143;0.000059;0.466813;0.000053;final;-0.3541618;0.0000069;-0.3135;0.0046;final;;;;;0.127;0.064;-0.311;0.340;final;0.230230;0.466580;final;-0.3541780;final;;;0.265;-0.253
52859;2003;08;08;final;0.232126;0.000064;0.463905;0.000055;final;-0.3537440;0.0000056;-0.5096;0.0039;final;;;;;0.129;0.064;-0.308;0.340;final;0.232240;0.463660;final;-0.3537490;final;;;0.229;-0.285
52860;2003;08;09;final;0.234062;0.000039;0.461301;0.000076;final;-0.3531782;0.0000036;-0.5988;0.0033;final;;;;;0.146;0.071;-0.329;0.340;final;0.234120;0.461030;final;-0.3531860;final;;;0.187;-0.202
52861;2003;08;10;final;0.235884;0.000049;0.459065;0.000093;final;-0.3525882;0.0000035;-0.5626;0.0025;final;;;;;0.172;0.074;-0.333;0.340;final;0.235980;0.458830;final;-0.3525970;final;;;0.197;-0.241
52862;2003;08;11;final;0.237709;0.000047;0.456902;0.000093;final;-0.3520874;0.0000035;-0.4231;0.0022;final;;;;;0.196;0.107;-0.318;0.126;final;0.237790;0.456760;final;-0.3520940;final;;;0.222;-0.288
52863;2003;08;12;final;0.239489;0.000044;0.454509;0.000095;final;-0.3517684;0.0000028;-0.2044;0.0022;final;;;;;0.204;0.115;-0.289;0.139;final;0.239600;0.454460;final;-0.3517730;final;;;0.307;-0.237
52864;2003;08;13;final;0.241316;0.000053;0.452288;0.000096;final;-0.3516766;0.0000027;0.0082;0.0021;final;;;;;0.195;0.132;-0.274;0.123;final;0.241370;0.452080;final;-0.3516780;final;;;0.365;-0.338
52865;2003;08;14;final;0.243095;0.000056;0.449984;0.000095;final;-0.3517656;0.0000031;0.1630;0.0020;final;;;;;0.178;0.132;-0.279;0.123;final;0.243160;0.449760;final;-0.3517770;final;;;0.373;-0.342
52866;2003;08;15;final;0.244572;0.000059;0.447524;0.000091;final;-0.3519884;0.0000029;0.2750;0.0026;final;;;;;0.161;0.132;-0.285;0.123;final;0.244710;0.447420;final;-0.3519870;final;;;0.362;-0.317
52867;2003;08;16;final;0.246014;0.000053;0.444952;0.000071;final;-0.3522936;0.0000042;0.3208;0.0026;final;;;;;0.145;0.147;-0.290;0.124;final;0.246050;0.444730;final;-0.3523300;final;;;0.373;-0.254
52868;2003;08;17;final;0.247535;0.000064;0.442004;0.000078;final;-0.3526033;0.0000043;0.2865;0.0030;final;;;;;0.131;0.113;-0.296;0.340;final;0.247620;0.441710;final;-0.3526850;final;;;0.359;-0.177
52869;2003;08;18;final;0.249126;0.000069;0.438877;0.000078;final;-0.3528384;0.0000044;0.1676;0.0037;final;;;;;0.118;0.113;-0.305;0.340;final;0.249190;0.438650;final;-0.3529040;final;;;0.297;-0.130
52870;2003;08;19;final;0.250682;0.000060;0.435617;0.000076;final;-0.3529045;0.0000060;-0.0534;0.0035;final;;;;;0.113;0.074;-0.297;0.126;final;0.250720;0.435430;final;-0.3529140;final;;;0.172;-0.115
52871;2003;08;20;final;0.252256;0.000061;0.432662;0.000075;final;-0.3527289;0.0000055;-0.2824;0.0045;final;;;;;0.116;0.089;-0.276;0.147;final;0.252330;0.432380;final;-0.3527250;final;;;0.106;-0.255
52872;2003;08;21;final;0.253776;0.000059;0.429953;0.000077;final;-0.3523604;0.0000068;-0.4492;0.0042;final;;;;;0.115;0.089;-0.270;0.147;final;0.253840;0.429680;final;-0.3523710;final;;;0.107;-0.462
52873;2003;08;22;final;0.254930;0.000054;0.427462;0.000067;final;-0.3518420;0.0000064;-0.5814;0.0054;final;;;;;0.112;0.089;-0.289;0.147;final;0.255050;0.427260;final;-0.3518440;final;;;0.122;-0.432
52874;2003;08;23;final;0.255949;0.000040;0.425072;0.000060;final;-0.3512211;0.0000083;-0.6430;0.0049;final;;;;;0.082;0.140;-0.288;0.174;final;0.255980;0.424890;final;-0.3512340;final;;;0.171;-0.277
52875;2003;08;24;final;0.256960;0.000042;0.422261;0.000081;final;-0.3505807;0.0000073;-0.6305;0.0065;final;;;;;0.102;0.135;-0.273;0.144;final;0.257020;0.422020;final;-0.3506380;final;;;0.100;-0.127
52876;2003;08;25;final;0.258251;0.000045;0.419080;0.000085;final;-0.3499870;0.0000099;-0.5371;0.0056;final;;;;;0.130;0.152;-0.240;0.135;final;0.258310;0.418840;final;-0.3500360;final;;;0.061;-0.024
52877;2003;08;26;final;0.259212;0.000049;0.415742;0.000081;final;-0.3495314;0.0000085;-0.3689;0.0060;final;;;;;0.149;0.150;-0.219;0.340;final;0.259350;0.415660;final;-0.3495410;final;;;0.037;-0.115
52878;2003;08;27;final;0.260148;0.000064;0.412496;0.000080;final;-0.3492927;0.0000067;-0.0703;0.0055;final;;;;;0.145;0.131;-0.213;0.340;final;0.260160;0.412320;final;-0.3493060;final;;;0.063;-0.224
